time,symbol,lot,price,realized_pnl,comment
2025-09-30 16:47:59,XAUUSDm,1.0,3846.3050000000003,0.0,
2025-09-30 16:48:20,XAUUSDm,1.0,3847.058,0.0,
2025-09-30 16:48:25,XAUUSDm,1.0,3847.136,-83.1,
2025-09-30 17:04:57,XAUUSDm,1.0,3845.403,0.0,
2025-09-30 17:09:55,XAUUSDm,1.0,3846.0,59.7,[tp 3846.00000]
2025-09-30 18:10:26,XAUUSDm,1.0,3840.132,0.0,
2025-09-30 19:02:10,XAUUSDm,1.0,3850.0,294.2,[tp 3850.00000]
2025-09-30 19:13:59,XAUUSDm,1.0,3850.2960000000003,0.0,
2025-09-30 19:26:12,XAUUSDm,1.0,3854.065,0.0,
2025-09-30 19:26:28,XAUUSDm,1.0,3853.9919999999997,-369.6,
2025-09-30 19:26:38,XAUUSDm,1.0,3853.612,-1348.0,
2025-10-01 09:06:12,XAUUSDm,1.0,3893.877,0.0,
2025-10-01 09:06:18,XAUUSDm,1.0,3893.888,3982.3,
2025-10-01 09:08:39,XAUUSDm,1.0,3892.628,0.0,
2025-10-01 09:09:40,XAUUSDm,1.0,3894.0,12.3,[tp 3894.00000]
2025-10-01 09:09:47,XAUUSDm,1.0,3893.56,0.0,
2025-10-01 09:09:52,XAUUSDm,1.0,3893.753,-112.5,
2025-10-01 09:10:53,XAUUSDm,1.0,3893.5,-6.0,[tp 3893.50000]
2025-10-01 09:11:03,XAUUSDm,1.0,3893.486,0.0,
2025-10-01 09:14:01,XAUUSDm,1.0,3894.0,-51.4,[tp 3894.00000]
2025-10-01 09:42:38,XAUUSDm,1.0,3890.672,0.0,
2025-10-01 13:06:03,XAUUSDm,1.0,3867.954,-2271.8,
2025-10-01 13:09:23,XAUUSDm,1.0,3871.714,0.0,
2025-10-01 15:04:45,ETHUSDm,1.0,4332.21,0.0,
2025-10-01 19:06:28,ETHUSDm,1.0,4315.45,16.76,
2025-10-01 21:17:20,BTCUSDm,1.0,117592.76000000001,0.0,
2025-10-02 00:01:14,BTCUSDm,1.0,118882.16,-1289.4,[so -0.28%/-1.38/487.57]
2025-10-02 00:01:14,XAUUSDm,1.0,3861.349,-1036.5,[so -0.71%/-1.38/193.59]
2025-10-02 00:01:14,,0.0,0.0,1.38,D-NULL
2025-10-02 12:46:45,,0.0,0.0,1000.0,D-trial-USD-dff4037ccbed
2025-10-02 12:48:23,XAUUSDm,1.0,3883.2329999999997,0.0,
2025-10-02 14:00:24,XAUUSDm,1.0,3872.936,-1029.7,[so -0.36%/-0.70/194.16]
2025-10-02 14:00:25,,0.0,0.0,29.7,D-NULL
2025-10-02 16:12:57,,0.0,0.0,1000.0,D-trial-USD-a10207460713
2025-10-02 16:15:24,,0.0,0.0,-500.0,W-trial-USD-5ad891f4e16f
2025-10-02 16:17:04,XAUUSDm,0.01,3840.944,0.0,
2025-10-02 16:28:48,XAUUSDm,0.01,3836.5879999999997,0.0,
2025-10-02 16:28:52,XAUUSDm,0.01,3836.837,4.1,
2025-10-02 16:48:35,XAUUSDm,0.01,3841.494,4.9,
2025-10-02 16:48:51,XAUUSDm,0.01,3842.665,0.0,
2025-10-02 16:50:58,XAUUSDm,0.01,3841.0,1.67,[tp 3841.00000]
2025-10-02 17:00:58,XAUUSDm,0.01,3844.7019999999998,0.0,
2025-10-02 17:01:08,XAUUSDm,0.01,3845.534,0.83,
2025-10-02 17:01:12,XAUUSDm,0.01,3845.641,0.0,
2025-10-02 19:39:07,XAUUSDm,0.01,3856.723,11.08,
2025-10-03 10:11:02,XAUUSDm,0.01,3864.868,0.0,
2025-10-03 11:50:40,XAUUSDm,0.01,3862.576,-2.29,
2025-10-03 11:50:51,XAUUSDm,0.1,3862.6929999999998,0.0,
2025-10-03 14:39:53,XAUUSDm,0.1,3873.748,110.55,
2025-10-03 19:20:58,XAUUSDm,0.1,3886.863,0.0,
2025-10-03 20:32:12,BTCUSDm,0.1,122434.98,0.0,
2025-10-04 10:01:25,BTCUSDm,0.1,122299.32,13.57,
2025-10-04 10:01:42,BTCUSDm,1.0,122341.06,0.0,
2025-10-04 10:58:45,,0.0,0.0,355.59,D-trial-USD-d9f88c7a0c61
2025-10-04 13:07:04,BTCUSDm,1.0,122441.06,100.0,[tp 122441.06000]
2025-10-04 16:18:33,BTCUSDm,0.01,121764.14,0.0,AI Trader
2025-10-04 16:18:59,BTCUSDm,0.01,121767.49,0.03,
2025-10-04 16:19:19,BTCUSDm,0.01,121807.87,0.0,AI Trader
2025-10-04 16:24:19,BTCUSDm,0.01,121731.92,0.0,AI Trader
2025-10-04 16:28:44,BTCUSDm,0.01,121738.14,0.06,
2025-10-04 16:30:24,BTCUSDm,0.01,121842.83,0.35,
2025-10-04 16:30:39,BTCUSDm,0.01,121869.75,0.0,AI Trader
2025-10-04 16:38:29,BTCUSDm,0.01,121868.91,-0.01,
2025-10-04 18:02:43,BTCUSDm,0.01,121841.40000000001,0.0,AI Trader
2025-10-04 18:09:09,BTCUSDm,0.01,121893.32,-0.52,
2025-10-04 18:10:00,BTCUSDm,0.01,121872.3,0.0,AI Trader
2025-10-04 18:11:11,BTCUSDm,0.01,121883.21,-0.11,
2025-10-04 18:12:07,BTCUSDm,0.01,121852.87,0.0,AI Trader
2025-10-04 18:13:32,BTCUSDm,0.01,121846.01000000001,0.07,
2025-10-04 18:14:14,BTCUSDm,0.01,121788.64,0.0,AI Trader
2025-10-04 18:18:11,BTCUSDm,0.01,121849.6,-0.61,
2025-10-04 18:18:28,BTCUSDm,0.01,121828.71,0.0,AI Trader
2025-10-04 18:20:22,BTCUSDm,0.1,121777.57,0.0,AI Trader
2025-10-04 18:21:03,BTCUSDm,0.1,121814.75,0.0,AI Trader
2025-10-04 18:22:53,BTCUSDm,0.1,121781.17,0.0,AI Trader
2025-10-04 18:27:58,BTCUSDm,0.1,121809.72,0.0,AI Trader
2025-10-04 19:33:58,BTCUSDm,0.01,121968.71,0.0,
2025-10-04 19:34:08,BTCUSDm,0.01,121945.74,-0.23,
2025-10-05 04:42:41,BTCUSDm,0.1,124487.64,-271.0,[so -0.77%/-2.45/319.18]
2025-10-05 04:42:41,BTCUSDm,0.1,124487.64,-270.64,[so -0.85%/-2.45/288.74]
2025-10-05 04:42:41,BTCUSDm,0.1,124487.64,-267.79,[so -0.95%/-2.45/258.29]
2025-10-05 04:42:41,BTCUSDm,0.1,124487.64,-267.28,[so -1.08%/-2.45/227.84]
2025-10-05 04:42:41,BTCUSDm,0.01,124487.64,-26.59,[so -1.24%/-2.45/197.39]
2025-10-05 08:04:12,,0.0,0.0,3004.27,D-trial-USD-3a5cd7430d71
2025-10-05 09:04:55,BTCUSDm,0.1,124680.86,0.0,AI Trader
2025-10-05 09:12:27,BTCUSDm,0.1,124585.43000000001,0.0,AI Trader
2025-10-05 09:19:19,BTCUSDm,0.1,124358.38,-22.7,
2025-10-05 09:19:22,BTCUSDm,0.1,124358.83,-32.21,
2025-10-05 09:38:35,,0.0,0.0,997054.91,D-trial-USD-3ac16ff85944
2025-10-05 09:41:49,BTCUSDm,0.1,123239.86,0.0,AI Trader
2025-10-05 09:46:52,BTCUSDm,0.1,122995.73,0.0,AI Trader
2025-10-05 09:51:58,BTCUSDm,0.1,123122.08,0.0,AI Trader
2025-10-05 09:57:01,BTCUSDm,0.1,123224.09,0.0,AI Trader
2025-10-05 10:02:04,BTCUSDm,0.1,122904.1,0.0,AI Trader
2025-10-05 10:03:49,BTCUSDm,0.1,122811.2,9.29,
2025-10-05 10:03:52,BTCUSDm,0.1,122870.31,25.18,
2025-10-05 10:03:56,BTCUSDm,0.1,122751.40000000001,47.27,
2025-10-05 10:03:59,BTCUSDm,0.1,122717.55,27.81,
2025-10-05 10:04:02,BTCUSDm,0.1,122755.91,48.4,
2025-10-05 10:07:07,BTCUSDm,0.1,122772.02,0.0,AI Trader
2025-10-05 10:12:16,BTCUSDm,0.1,122717.96,0.0,AI Trader
2025-10-05 10:17:20,BTCUSDm,0.1,122952.13,0.0,AI Trader
2025-10-05 10:22:24,BTCUSDm,0.1,123078.87,0.0,AI Trader
2025-10-05 10:27:28,BTCUSDm,0.1,123023.14,0.0,AI Trader
2025-10-05 10:32:34,BTCUSDm,0.1,122900.90000000001,0.0,AI Trader
2025-10-05 10:37:39,BTCUSDm,0.1,122822.81,0.0,AI Trader
2025-10-05 10:42:43,BTCUSDm,0.1,122850.92,0.0,AI Trader
2025-10-05 10:47:46,BTCUSDm,0.1,122934.43000000001,0.0,AI Trader
2025-10-05 10:52:50,BTCUSDm,0.1,123025.48,0.0,AI Trader
2025-10-05 10:56:21,BTCUSDm,0.1,123119.34,0.0,AI Trader
2025-10-05 10:58:14,BTCUSDm,0.1,123068.84,0.0,AI Trader
2025-10-05 11:03:17,BTCUSDm,0.1,123238.7,0.0,AI Trader
2025-10-05 11:08:20,BTCUSDm,0.1,123046.25,0.0,AI Trader
2025-10-05 11:13:24,BTCUSDm,0.1,122931.23,0.0,AI Trader
2025-10-05 11:18:28,BTCUSDm,0.1,123026.63,0.0,AI Trader
2025-10-05 11:23:35,BTCUSDm,0.1,123247.42,0.0,AI Trader
2025-10-05 11:28:38,BTCUSDm,0.1,123392.6,0.0,AI Trader
2025-10-05 11:33:41,BTCUSDm,0.1,123304.63,0.0,AI Trader
2025-10-05 11:38:45,BTCUSDm,0.1,123282.16,0.0,AI Trader
2025-10-05 11:43:49,BTCUSDm,0.1,123313.01000000001,0.0,AI Trader
2025-10-05 11:48:52,BTCUSDm,0.1,123378.98,0.0,AI Trader
2025-10-05 11:53:56,BTCUSDm,0.1,123464.98,0.0,AI Trader
2025-10-05 11:58:59,BTCUSDm,0.1,123499.78,0.0,AI Trader
2025-10-05 12:01:51,BTCUSDm,0.1,123246.91,25.29,
2025-10-05 12:01:54,BTCUSDm,0.1,123251.57,21.34,
2025-10-05 12:01:58,BTCUSDm,0.1,123254.53,12.45,
2025-10-05 12:02:04,BTCUSDm,0.1,123245.26000000001,6.77,
2025-10-05 12:02:07,BTCUSDm,0.1,123245.57,5.9,
2025-10-05 12:02:11,BTCUSDm,0.1,123243.69,14.89,
2025-10-05 12:02:15,BTCUSDm,0.1,123235.81,4.64,
2025-10-05 12:03:51,BTCUSDm,0.1,123194.68000000001,5.27,
2025-10-05 12:04:02,BTCUSDm,0.1,123198.68000000001,0.0,AI Trader
2025-10-05 12:09:07,BTCUSDm,0.1,123034.54000000001,0.0,AI Trader
2025-10-05 12:14:11,BTCUSDm,0.1,123155.67,0.0,AI Trader
2025-10-05 15:15:58,BTCUSDm,0.1,122986.79000000001,0.0,AI Trader
2025-10-05 15:17:01,BTCUSDm,0.1,123034.95,0.0,AI Trader
2025-10-05 15:18:05,BTCUSDm,0.1,123021.29000000001,0.0,AI Trader
2025-10-05 15:19:08,BTCUSDm,0.1,123018.45,0.0,AI Trader
2025-10-05 15:20:15,BTCUSDm,0.1,123027.11,0.0,AI Trader
2025-10-05 15:21:18,BTCUSDm,0.1,123009.1,0.0,AI Trader
2025-10-05 15:25:51,BTCUSDm,0.1,123005.61,0.0,AI Trader
2025-10-05 15:29:09,BTCUSDm,0.1,122917.79000000001,8.78,
2025-10-05 15:29:12,BTCUSDm,0.1,122930.08,7.9,
2025-10-05 15:29:15,BTCUSDm,0.1,122926.04000000001,10.11,
2025-10-05 15:29:19,BTCUSDm,0.1,122923.15000000001,9.53,
2025-10-05 15:29:23,BTCUSDm,0.1,122942.48,7.88,
2025-10-05 15:29:26,BTCUSDm,0.1,122949.54000000001,8.55,
2025-10-05 15:29:30,BTCUSDm,0.1,122946.87,20.88,
2025-10-05 15:29:34,BTCUSDm,0.1,122947.53,3.93,
2025-10-05 15:29:37,BTCUSDm,0.1,122948.16,25.05,
2025-10-05 15:29:40,BTCUSDm,0.1,122946.92,7.97,
2025-10-05 15:29:43,BTCUSDm,0.1,122947.35,8.71,
2025-10-05 15:29:46,BTCUSDm,0.1,122947.51000000001,9.88,
2025-10-05 15:29:50,BTCUSDm,0.1,122947.39,29.13,
2025-10-05 15:29:54,BTCUSDm,0.1,122947.39,12.14,
2025-10-05 15:30:22,BTCUSDm,0.1,122912.34,16.66,
2025-10-05 15:30:25,BTCUSDm,0.1,122903.88,11.92,
2025-10-05 15:30:28,BTCUSDm,0.1,122908.95,11.65,
2025-10-05 15:30:31,BTCUSDm,0.1,122909.07,21.02,
2025-10-05 15:30:34,BTCUSDm,0.1,122909.52,2.17,
2025-10-05 15:30:37,BTCUSDm,0.1,122903.48,3.09,
2025-10-05 15:30:40,BTCUSDm,0.1,122895.39,0.55,
2025-10-05 15:30:44,BTCUSDm,0.1,122899.67,5.24,
2025-10-05 15:31:00,BTCUSDm,0.1,122898.44,0.0,AI Trader
2025-10-05 15:32:04,BTCUSDm,0.1,122949.95,0.0,AI Trader
2025-10-05 15:33:06,BTCUSDm,0.1,122910.14,0.0,AI Trader
2025-10-05 15:34:09,BTCUSDm,0.1,122863.39,0.0,AI Trader
2025-10-05 15:35:11,BTCUSDm,0.1,122840.26000000001,0.0,AI Trader
2025-10-05 15:36:13,BTCUSDm,0.1,122828.21,0.0,AI Trader
2025-10-05 15:37:48,BTCUSDm,0.1,122801.52,2.67,
2025-10-05 15:45:28,BTCUSDm,0.1,122800.11,0.0,AI Trader
2025-10-05 15:46:31,BTCUSDm,0.1,122788.48,0.0,AI Trader
2025-10-05 15:47:33,BTCUSDm,0.1,122805.77,0.0,AI Trader
2025-10-05 15:48:36,BTCUSDm,0.1,122851.2,0.0,AI Trader
2025-10-05 15:49:39,BTCUSDm,0.1,122830.09,0.0,AI Trader
2025-10-05 15:50:42,BTCUSDm,0.1,122823.22,0.0,AI Trader
2025-10-05 15:51:45,BTCUSDm,0.1,122854.79000000001,0.0,AI Trader
2025-10-05 15:58:04,BTCUSDm,0.1,122877.1,0.0,AI Trader
2025-10-05 15:59:21,BTCUSDm,0.1,122838.17,0.0,AI Trader
2025-10-05 16:50:50,BTCUSDm,0.1,122500.0,21.8,[tp 122500.00000]
2025-10-05 16:50:50,BTCUSDm,0.1,122491.36,28.06,[tp 122491.36000]
2025-10-05 19:21:12,BTCUSDm,0.1,122775.57,4.72,
2025-10-05 19:21:15,BTCUSDm,0.1,122786.91,6.4,
2025-10-05 19:21:36,BTCUSDm,0.1,122788.98,10.94,
2025-10-05 19:21:41,BTCUSDm,0.1,122801.39,14.86,
2025-10-05 19:21:48,BTCUSDm,0.1,122797.78,11.23,
2025-10-05 19:21:52,BTCUSDm,0.1,122797.69,6.57,
2025-10-05 19:21:56,BTCUSDm,0.1,122797.67,4.26,
2025-10-05 19:21:59,BTCUSDm,0.1,122797.66,0.24,
2025-10-05 19:22:02,BTCUSDm,0.1,122799.06,0.67,
2025-10-05 19:22:05,BTCUSDm,0.1,122806.6,4.46,
2025-10-05 19:22:11,BTCUSDm,0.1,122806.37,2.37,
2025-10-05 19:22:15,BTCUSDm,0.1,122805.73,1.75,
2025-10-05 19:22:18,BTCUSDm,0.1,122822.63,3.22,
2025-10-05 19:22:21,BTCUSDm,0.1,122818.69,5.84,
2025-10-05 20:26:02,BTCUSDm,0.1,122737.13,10.11,
2025-10-05 20:26:06,BTCUSDm,0.1,122726.16,6.23,
2025-10-05 22:13:50,BTCUSDm,0.1,122959.82,0.0,AI Trader
2025-10-05 22:14:49,XAUUSDm,0.1,3890.489,36.26,
2025-10-05 22:43:52,BTCUSDm,0.1,123147.15000000001,0.0,AI Trader
2025-10-05 23:13:55,BTCUSDm,0.1,123428.87,0.0,AI Trader
2025-10-05 23:43:58,BTCUSDm,0.1,123552.56,0.0,AI Trader
2025-10-06 00:14:01,BTCUSDm,0.1,123551.54000000001,0.0,AI Trader
2025-10-06 00:23:57,BTCUSDm,0.1,124083.81,0.0,
2025-10-06 00:24:54,BTCUSDm,0.1,123981.31,-10.25,
2025-10-06 00:44:03,BTCUSDm,0.1,123672.57,0.0,AI Trader
2025-10-06 01:14:06,BTCUSDm,0.1,123531.46,0.0,AI Trader
2025-10-06 01:44:10,BTCUSDm,0.1,123860.26000000001,0.0,AI Trader
2025-10-06 02:14:13,BTCUSDm,0.1,123860.34,0.0,AI Trader
2025-10-06 05:44:25,BTCUSDm,0.1,123554.56,0.0,AI Trader
2025-10-06 06:14:27,BTCUSDm,0.1,123798.5,0.0,AI Trader
2025-10-06 06:44:31,BTCUSDm,0.1,124021.11,0.0,AI Trader
2025-10-06 07:14:34,BTCUSDm,0.1,124008.27,0.0,AI Trader
2025-10-06 07:44:36,BTCUSDm,0.1,123405.41,0.0,AI Trader
2025-10-06 08:14:40,BTCUSDm,0.1,123686.71,0.0,AI Trader
2025-10-06 08:44:42,BTCUSDm,0.1,123685.21,0.0,AI Trader
2025-10-06 09:14:45,BTCUSDm,0.1,123980.33,0.0,AI Trader
2025-10-06 09:44:48,BTCUSDm,0.1,123847.45,0.0,AI Trader
2025-10-06 10:14:50,BTCUSDm,0.1,123999.64,0.0,AI Trader
2025-10-06 10:44:53,BTCUSDm,0.1,124125.8,0.0,AI Trader
2025-10-06 10:54:26,XAUUSDm,0.1,3943.966,0.0,
2025-10-06 11:14:56,BTCUSDm,0.1,123798.73,0.0,AI Trader
2025-10-06 11:45:00,BTCUSDm,0.1,124342.23,0.0,AI Trader
2025-10-06 11:54:04,BTCUSDm,0.1,124307.96,3.42,
2025-10-06 11:54:16,XAUUSDm,0.1,3934.53,-94.36,
2025-10-06 12:15:03,BTCUSDm,0.1,124469.49,0.0,AI Trader
2025-10-06 12:45:06,BTCUSDm,0.1,124386.48,0.0,AI Trader
2025-10-06 12:54:44,BTCUSDm,0.1,124594.18000000001,0.0,
2025-10-06 13:15:09,BTCUSDm,0.1,124685.51000000001,0.0,AI Trader
2025-10-06 13:45:12,BTCUSDm,0.1,124678.51000000001,0.0,AI Trader
2025-10-06 13:45:57,BTCUSDm,0.1,124589.13,9.64,
2025-10-06 13:46:11,BTCUSDm,0.1,124516.86,16.16,
2025-10-06 13:46:14,BTCUSDm,0.1,124507.79000000001,-8.64,
2025-10-06 13:52:59,XAUUSDm,0.1,3946.13,0.0,
2025-10-06 14:15:15,BTCUSDm,0.1,125098.2,0.0,AI Trader
2025-10-06 14:39:31,XAUUSDm,0.1,3953.882,77.52,
2025-10-06 14:39:48,XAUUSDm,0.1,3955.042,0.0,
2025-10-06 14:40:46,BTCUSDm,0.1,124807.68000000001,29.05,
2025-10-06 14:45:17,BTCUSDm,0.1,124792.6,0.0,AI Trader
2025-10-06 14:51:32,BTCUSDm,0.1,124762.17,3.04,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-179.55,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-160.81,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-132.64,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-120.27,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-120.38,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-108.27,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-122.38,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-89.5,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-89.5,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-120.07,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-95.68,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-73.42,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-74.7,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-134.99,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-106.86,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-107.01,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-77.5,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-90.78,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-75.57,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-62.95,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-95.66,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-28.58,AI Trader
2025-10-06 14:51:39,BTCUSDm,0.1,124755.26000000001,-36.88,AI Trader
2025-10-06 14:51:43,XAUUSDm,0.1,3954.7380000000003,-3.04,
2025-10-06 14:57:39,BTCUSDm,0.1,124537.87,0.0,AI Trader
2025-10-06 14:58:41,BTCUSDm,0.1,124571.82,0.0,AI Trader
